	Tags	SeqName	Description	Length	#Hits	e-Value	sim mean	#GO	GO IDs	GO Names	Enzyme Codes	Enzyme Names	InterPro IDs	InterPro GO IDs	InterPro GO Names
true	[BLASTED, MAPPED, ANNOTATED]	3123	Dipsastraea favus mitochondrion, complete genome	100	20	5.91558E-34	99.08	14	F:GO:0004129; F:GO:0005507; C:GO:0005743; F:GO:0008121; F:GO:0008137; P:GO:0015986; P:GO:0015990; C:GO:0016021; P:GO:0019646; F:GO:0020037; P:GO:0042773; C:GO:0045263; C:GO:0045275; C:GO:0045277	F:cytochrome-c oxidase activity; F:copper ion binding; C:mitochondrial inner membrane; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; P:ATP synthesis coupled proton transport; P:electron transport coupled proton transport; C:integral component of membrane; P:aerobic electron transport chain; F:heme binding; P:ATP synthesis coupled electron transport; C:proton-transporting ATP synthase complex, coupling factor F(o); C:respiratory chain complex III; C:respiratory chain complex IV	EC:1.6.99.3; EC:1.9; EC:7.1.1.2; EC:1.6; EC:1; EC:1.6.5.11; EC:1.9.3; EC:1.6.5; EC:7.1.1.9; EC:7; EC:7.1.1.8; EC:1.6.5.2	NADH dehydrogenase; Acting on a heme group of donors; n/a; Acting on NADH or NADPH; Oxidoreductases; NADH dehydrogenase (quinone); Acting on a heme group of donors; Acting on NADH or NADPH; n/a; n/a; n/a; NAD(P)H dehydrogenase (quinone)			
true	[BLASTED, MAPPED, ANNOTATED]	3124	Dipsastraea favus mitochondrion, complete genome	100	20	1.44208E-31	98.89	14	F:GO:0004129; F:GO:0005507; C:GO:0005743; F:GO:0008121; F:GO:0008137; P:GO:0015986; P:GO:0015990; C:GO:0016021; P:GO:0019646; F:GO:0020037; P:GO:0042773; C:GO:0045263; C:GO:0045275; C:GO:0045277	F:cytochrome-c oxidase activity; F:copper ion binding; C:mitochondrial inner membrane; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; P:ATP synthesis coupled proton transport; P:electron transport coupled proton transport; C:integral component of membrane; P:aerobic electron transport chain; F:heme binding; P:ATP synthesis coupled electron transport; C:proton-transporting ATP synthase complex, coupling factor F(o); C:respiratory chain complex III; C:respiratory chain complex IV	EC:1.6.99.3; EC:1.9; EC:7.1.1.2; EC:1.6; EC:1; EC:1.6.5.11; EC:1.9.3; EC:1.6.5; EC:7.1.1.9; EC:7; EC:7.1.1.8; EC:1.6.5.2	NADH dehydrogenase; Acting on a heme group of donors; n/a; Acting on NADH or NADPH; Oxidoreductases; NADH dehydrogenase (quinone); Acting on a heme group of donors; Acting on NADH or NADPH; n/a; n/a; n/a; NAD(P)H dehydrogenase (quinone)			
true	[BLASTED, MAPPED, ANNOTATED]	3125	Dipsastraea favus mitochondrion, complete genome	100	20	1.44208E-31	98.07	14	F:GO:0004129; F:GO:0005507; C:GO:0005743; F:GO:0008121; F:GO:0008137; P:GO:0015986; P:GO:0015990; C:GO:0016021; P:GO:0019646; F:GO:0020037; P:GO:0042773; C:GO:0045263; C:GO:0045275; C:GO:0045277	F:cytochrome-c oxidase activity; F:copper ion binding; C:mitochondrial inner membrane; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; P:ATP synthesis coupled proton transport; P:electron transport coupled proton transport; C:integral component of membrane; P:aerobic electron transport chain; F:heme binding; P:ATP synthesis coupled electron transport; C:proton-transporting ATP synthase complex, coupling factor F(o); C:respiratory chain complex III; C:respiratory chain complex IV	EC:1.6.99.3; EC:1.9; EC:7.1.1.2; EC:1.6; EC:1; EC:1.6.5.11; EC:1.9.3; EC:1.6.5; EC:7.1.1.9; EC:7; EC:7.1.1.8; EC:1.6.5.2	NADH dehydrogenase; Acting on a heme group of donors; n/a; Acting on NADH or NADPH; Oxidoreductases; NADH dehydrogenase (quinone); Acting on a heme group of donors; Acting on NADH or NADPH; n/a; n/a; n/a; NAD(P)H dehydrogenase (quinone)			
true	[BLASTED, MAPPED, ANNOTATED]	3126	Plesiastrea versipora voucher 5977 mitochondrion, complete genome	100	20	1.44208E-31	94.93	14	F:GO:0004129; F:GO:0005507; C:GO:0005743; F:GO:0008121; F:GO:0008137; P:GO:0015986; P:GO:0015990; C:GO:0016021; P:GO:0019646; F:GO:0020037; P:GO:0042773; C:GO:0045263; C:GO:0045275; C:GO:0045277	F:cytochrome-c oxidase activity; F:copper ion binding; C:mitochondrial inner membrane; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; P:ATP synthesis coupled proton transport; P:electron transport coupled proton transport; C:integral component of membrane; P:aerobic electron transport chain; F:heme binding; P:ATP synthesis coupled electron transport; C:proton-transporting ATP synthase complex, coupling factor F(o); C:respiratory chain complex III; C:respiratory chain complex IV	EC:1.6.99.3; EC:1.9; EC:7.1.1.2; EC:1.6; EC:1; EC:1.6.5.11; EC:1.9.3; EC:1.6.5; EC:7.1.1.9; EC:7; EC:7.1.1.8; EC:1.6.5.2	NADH dehydrogenase; Acting on a heme group of donors; n/a; Acting on NADH or NADPH; Oxidoreductases; NADH dehydrogenase (quinone); Acting on a heme group of donors; Acting on NADH or NADPH; n/a; n/a; n/a; NAD(P)H dehydrogenase (quinone)			
true	[BLASTED, MAPPED, ANNOTATED]	3127	Plesiastrea versipora voucher 5977 mitochondrion, complete genome	100	20	2.33747E-33	94.93	14	F:GO:0004129; F:GO:0005507; C:GO:0005743; F:GO:0008121; F:GO:0008137; P:GO:0015986; P:GO:0015990; C:GO:0016021; P:GO:0019646; F:GO:0020037; P:GO:0042773; C:GO:0045263; C:GO:0045275; C:GO:0045277	F:cytochrome-c oxidase activity; F:copper ion binding; C:mitochondrial inner membrane; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; P:ATP synthesis coupled proton transport; P:electron transport coupled proton transport; C:integral component of membrane; P:aerobic electron transport chain; F:heme binding; P:ATP synthesis coupled electron transport; C:proton-transporting ATP synthase complex, coupling factor F(o); C:respiratory chain complex III; C:respiratory chain complex IV	EC:1.6.99.3; EC:1.9; EC:7.1.1.2; EC:1.6; EC:1; EC:1.6.5.11; EC:1.9.3; EC:1.6.5; EC:7.1.1.9; EC:7; EC:7.1.1.8; EC:1.6.5.2	NADH dehydrogenase; Acting on a heme group of donors; n/a; Acting on NADH or NADPH; Oxidoreductases; NADH dehydrogenase (quinone); Acting on a heme group of donors; Acting on NADH or NADPH; n/a; n/a; n/a; NAD(P)H dehydrogenase (quinone)			
true	[BLASTED, MAPPED, ANNOTATED]	3128	Plesiastrea versipora voucher 5977 mitochondrion, complete genome	100	20	5.91558E-34	94.93	14	F:GO:0004129; F:GO:0005507; C:GO:0005743; F:GO:0008121; F:GO:0008137; P:GO:0015986; P:GO:0015990; C:GO:0016021; P:GO:0019646; F:GO:0020037; P:GO:0042773; C:GO:0045263; C:GO:0045275; C:GO:0045277	F:cytochrome-c oxidase activity; F:copper ion binding; C:mitochondrial inner membrane; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; P:ATP synthesis coupled proton transport; P:electron transport coupled proton transport; C:integral component of membrane; P:aerobic electron transport chain; F:heme binding; P:ATP synthesis coupled electron transport; C:proton-transporting ATP synthase complex, coupling factor F(o); C:respiratory chain complex III; C:respiratory chain complex IV	EC:1.6.99.3; EC:1.9; EC:7.1.1.2; EC:1.6; EC:1; EC:1.6.5.11; EC:1.9.3; EC:1.6.5; EC:7.1.1.9; EC:7; EC:7.1.1.8; EC:1.6.5.2	NADH dehydrogenase; Acting on a heme group of donors; n/a; Acting on NADH or NADPH; Oxidoreductases; NADH dehydrogenase (quinone); Acting on a heme group of donors; Acting on NADH or NADPH; n/a; n/a; n/a; NAD(P)H dehydrogenase (quinone)			
true	[BLASTED, MAPPED, ANNOTATED]	3129	Plesiastrea versipora voucher 5977 mitochondrion, complete genome	100	20	3.64957E-32	94.93	14	F:GO:0004129; F:GO:0005507; C:GO:0005743; F:GO:0008121; F:GO:0008137; P:GO:0015986; P:GO:0015990; C:GO:0016021; P:GO:0019646; F:GO:0020037; P:GO:0042773; C:GO:0045263; C:GO:0045275; C:GO:0045277	F:cytochrome-c oxidase activity; F:copper ion binding; C:mitochondrial inner membrane; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; P:ATP synthesis coupled proton transport; P:electron transport coupled proton transport; C:integral component of membrane; P:aerobic electron transport chain; F:heme binding; P:ATP synthesis coupled electron transport; C:proton-transporting ATP synthase complex, coupling factor F(o); C:respiratory chain complex III; C:respiratory chain complex IV	EC:1.6.99.3; EC:1.9; EC:7.1.1.2; EC:1.6; EC:1; EC:1.6.5.11; EC:1.9.3; EC:1.6.5; EC:7.1.1.9; EC:7; EC:7.1.1.8; EC:1.6.5.2	NADH dehydrogenase; Acting on a heme group of donors; n/a; Acting on NADH or NADPH; Oxidoreductases; NADH dehydrogenase (quinone); Acting on a heme group of donors; Acting on NADH or NADPH; n/a; n/a; n/a; NAD(P)H dehydrogenase (quinone)			
true	[NO-BLAST]	3130	---NA---	100											
true	[BLASTED, MAPPED, ANNOTATED]	3131	Hydnophora exesa voucher 6044 mitochondrion, complete genome	100	20	1.44208E-31	98.07	14	F:GO:0004129; F:GO:0005507; C:GO:0005743; F:GO:0008121; F:GO:0008137; P:GO:0015986; P:GO:0015990; C:GO:0016021; P:GO:0019646; F:GO:0020037; P:GO:0042773; C:GO:0045263; C:GO:0045275; C:GO:0045277	F:cytochrome-c oxidase activity; F:copper ion binding; C:mitochondrial inner membrane; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; P:ATP synthesis coupled proton transport; P:electron transport coupled proton transport; C:integral component of membrane; P:aerobic electron transport chain; F:heme binding; P:ATP synthesis coupled electron transport; C:proton-transporting ATP synthase complex, coupling factor F(o); C:respiratory chain complex III; C:respiratory chain complex IV	EC:1.6.99.3; EC:1.9; EC:7.1.1.2; EC:1.6; EC:1; EC:1.6.5.11; EC:1.9.3; EC:1.6.5; EC:7.1.1.9; EC:7; EC:7.1.1.8; EC:1.6.5.2	NADH dehydrogenase; Acting on a heme group of donors; n/a; Acting on NADH or NADPH; Oxidoreductases; NADH dehydrogenase (quinone); Acting on a heme group of donors; Acting on NADH or NADPH; n/a; n/a; n/a; NAD(P)H dehydrogenase (quinone)			
true	[BLASTED, MAPPED, ANNOTATED]	3132	Hydnophora exesa voucher 6044 mitochondrion, complete genome	100	20	5.91558E-34	99.08	14	F:GO:0004129; F:GO:0005507; C:GO:0005743; F:GO:0008121; F:GO:0008137; P:GO:0015986; P:GO:0015990; C:GO:0016021; P:GO:0019646; F:GO:0020037; P:GO:0042773; C:GO:0045263; C:GO:0045275; C:GO:0045277	F:cytochrome-c oxidase activity; F:copper ion binding; C:mitochondrial inner membrane; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; P:ATP synthesis coupled proton transport; P:electron transport coupled proton transport; C:integral component of membrane; P:aerobic electron transport chain; F:heme binding; P:ATP synthesis coupled electron transport; C:proton-transporting ATP synthase complex, coupling factor F(o); C:respiratory chain complex III; C:respiratory chain complex IV	EC:1.6.99.3; EC:1.9; EC:7.1.1.2; EC:1.6; EC:1; EC:1.6.5.11; EC:1.9.3; EC:1.6.5; EC:7.1.1.9; EC:7; EC:7.1.1.8; EC:1.6.5.2	NADH dehydrogenase; Acting on a heme group of donors; n/a; Acting on NADH or NADPH; Oxidoreductases; NADH dehydrogenase (quinone); Acting on a heme group of donors; Acting on NADH or NADPH; n/a; n/a; n/a; NAD(P)H dehydrogenase (quinone)			
true	[BLASTED, MAPPED, ANNOTATED]	3133	Hydnophora exesa voucher 6044 mitochondrion, complete genome	100	20	1.44208E-31	98.07	14	F:GO:0004129; F:GO:0005507; C:GO:0005743; F:GO:0008121; F:GO:0008137; P:GO:0015986; P:GO:0015990; C:GO:0016021; P:GO:0019646; F:GO:0020037; P:GO:0042773; C:GO:0045263; C:GO:0045275; C:GO:0045277	F:cytochrome-c oxidase activity; F:copper ion binding; C:mitochondrial inner membrane; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; P:ATP synthesis coupled proton transport; P:electron transport coupled proton transport; C:integral component of membrane; P:aerobic electron transport chain; F:heme binding; P:ATP synthesis coupled electron transport; C:proton-transporting ATP synthase complex, coupling factor F(o); C:respiratory chain complex III; C:respiratory chain complex IV	EC:1.6.99.3; EC:1.9; EC:7.1.1.2; EC:1.6; EC:1; EC:1.6.5.11; EC:1.9.3; EC:1.6.5; EC:7.1.1.9; EC:7; EC:7.1.1.8; EC:1.6.5.2	NADH dehydrogenase; Acting on a heme group of donors; n/a; Acting on NADH or NADPH; Oxidoreductases; NADH dehydrogenase (quinone); Acting on a heme group of donors; Acting on NADH or NADPH; n/a; n/a; n/a; NAD(P)H dehydrogenase (quinone)			
true	[BLASTED, MAPPED, ANNOTATED]	3134	Hydnophora exesa voucher 6044 mitochondrion, complete genome	100	20	1.44208E-31	98.93	14	F:GO:0004129; F:GO:0005507; C:GO:0005743; F:GO:0008121; F:GO:0008137; P:GO:0015986; P:GO:0015990; C:GO:0016021; P:GO:0019646; F:GO:0020037; P:GO:0042773; C:GO:0045263; C:GO:0045275; C:GO:0045277	F:cytochrome-c oxidase activity; F:copper ion binding; C:mitochondrial inner membrane; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; P:ATP synthesis coupled proton transport; P:electron transport coupled proton transport; C:integral component of membrane; P:aerobic electron transport chain; F:heme binding; P:ATP synthesis coupled electron transport; C:proton-transporting ATP synthase complex, coupling factor F(o); C:respiratory chain complex III; C:respiratory chain complex IV	EC:1.6.99.3; EC:1.9; EC:7.1.1.2; EC:1.6; EC:1; EC:1.6.5.11; EC:1.9.3; EC:1.6.5; EC:7.1.1.9; EC:7; EC:7.1.1.8; EC:1.6.5.2	NADH dehydrogenase; Acting on a heme group of donors; n/a; Acting on NADH or NADPH; Oxidoreductases; NADH dehydrogenase (quinone); Acting on a heme group of donors; Acting on NADH or NADPH; n/a; n/a; n/a; NAD(P)H dehydrogenase (quinone)			
true	[BLASTED, MAPPED, ANNOTATED]	3135	Acanthastrea echinata voucher DJ288 12S ribosomal RNA gene sequence; mitochondrial	100	20	5.91558E-34	98.43	14	F:GO:0004129; F:GO:0005507; C:GO:0005743; F:GO:0008121; F:GO:0008137; P:GO:0015986; P:GO:0015990; C:GO:0016021; P:GO:0019646; F:GO:0020037; P:GO:0042773; C:GO:0045263; C:GO:0045275; C:GO:0045277	F:cytochrome-c oxidase activity; F:copper ion binding; C:mitochondrial inner membrane; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; P:ATP synthesis coupled proton transport; P:electron transport coupled proton transport; C:integral component of membrane; P:aerobic electron transport chain; F:heme binding; P:ATP synthesis coupled electron transport; C:proton-transporting ATP synthase complex, coupling factor F(o); C:respiratory chain complex III; C:respiratory chain complex IV	EC:1.6.99.3; EC:1.9; EC:7.1.1.2; EC:1.6; EC:1; EC:1.6.5.11; EC:1.9.3; EC:1.6.5; EC:7.1.1.9; EC:7; EC:7.1.1.8; EC:1.6.5.2	NADH dehydrogenase; Acting on a heme group of donors; n/a; Acting on NADH or NADPH; Oxidoreductases; NADH dehydrogenase (quinone); Acting on a heme group of donors; Acting on NADH or NADPH; n/a; n/a; n/a; NAD(P)H dehydrogenase (quinone)			
true	[BLASTED, MAPPED, ANNOTATED]	3136	Hydnophora exesa voucher 6044 mitochondrion, complete genome	100	20	1.44208E-31	98.34	14	F:GO:0004129; F:GO:0005507; C:GO:0005743; F:GO:0008121; F:GO:0008137; P:GO:0015986; P:GO:0015990; C:GO:0016021; P:GO:0019646; F:GO:0020037; P:GO:0042773; C:GO:0045263; C:GO:0045275; C:GO:0045277	F:cytochrome-c oxidase activity; F:copper ion binding; C:mitochondrial inner membrane; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; P:ATP synthesis coupled proton transport; P:electron transport coupled proton transport; C:integral component of membrane; P:aerobic electron transport chain; F:heme binding; P:ATP synthesis coupled electron transport; C:proton-transporting ATP synthase complex, coupling factor F(o); C:respiratory chain complex III; C:respiratory chain complex IV	EC:1.6.99.3; EC:1.9; EC:7.1.1.2; EC:1.6; EC:1; EC:1.6.5.11; EC:1.9.3; EC:1.6.5; EC:7.1.1.9; EC:7; EC:7.1.1.8; EC:1.6.5.2	NADH dehydrogenase; Acting on a heme group of donors; n/a; Acting on NADH or NADPH; Oxidoreductases; NADH dehydrogenase (quinone); Acting on a heme group of donors; Acting on NADH or NADPH; n/a; n/a; n/a; NAD(P)H dehydrogenase (quinone)			
true	[BLASTED, MAPPED, ANNOTATED]	3137	Hydnophora exesa voucher 6044 mitochondrion, complete genome	100	20	2.25157E-30	98.09	14	F:GO:0004129; F:GO:0005507; C:GO:0005743; F:GO:0008121; F:GO:0008137; P:GO:0015986; P:GO:0015990; C:GO:0016021; P:GO:0019646; F:GO:0020037; P:GO:0042773; C:GO:0045263; C:GO:0045275; C:GO:0045277	F:cytochrome-c oxidase activity; F:copper ion binding; C:mitochondrial inner membrane; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; P:ATP synthesis coupled proton transport; P:electron transport coupled proton transport; C:integral component of membrane; P:aerobic electron transport chain; F:heme binding; P:ATP synthesis coupled electron transport; C:proton-transporting ATP synthase complex, coupling factor F(o); C:respiratory chain complex III; C:respiratory chain complex IV	EC:1.6.99.3; EC:1.9; EC:7.1.1.2; EC:1.6; EC:1; EC:1.6.5.11; EC:1.9.3; EC:1.6.5; EC:7.1.1.9; EC:7; EC:7.1.1.8; EC:1.6.5.2	NADH dehydrogenase; Acting on a heme group of donors; n/a; Acting on NADH or NADPH; Oxidoreductases; NADH dehydrogenase (quinone); Acting on a heme group of donors; Acting on NADH or NADPH; n/a; n/a; n/a; NAD(P)H dehydrogenase (quinone)			
true	[BLASTED, MAPPED, ANNOTATED]	3138	Hydnophora exesa voucher 6044 mitochondrion, complete genome	100	20	1.44208E-31	98.07	14	F:GO:0004129; F:GO:0005507; C:GO:0005743; F:GO:0008121; F:GO:0008137; P:GO:0015986; P:GO:0015990; C:GO:0016021; P:GO:0019646; F:GO:0020037; P:GO:0042773; C:GO:0045263; C:GO:0045275; C:GO:0045277	F:cytochrome-c oxidase activity; F:copper ion binding; C:mitochondrial inner membrane; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; P:ATP synthesis coupled proton transport; P:electron transport coupled proton transport; C:integral component of membrane; P:aerobic electron transport chain; F:heme binding; P:ATP synthesis coupled electron transport; C:proton-transporting ATP synthase complex, coupling factor F(o); C:respiratory chain complex III; C:respiratory chain complex IV	EC:1.6.99.3; EC:1.9; EC:7.1.1.2; EC:1.6; EC:1; EC:1.6.5.11; EC:1.9.3; EC:1.6.5; EC:7.1.1.9; EC:7; EC:7.1.1.8; EC:1.6.5.2	NADH dehydrogenase; Acting on a heme group of donors; n/a; Acting on NADH or NADPH; Oxidoreductases; NADH dehydrogenase (quinone); Acting on a heme group of donors; Acting on NADH or NADPH; n/a; n/a; n/a; NAD(P)H dehydrogenase (quinone)			
true	[NO-BLAST]	3139	---NA---	100											
true	[BLASTED]	3140	Desmophyllum dianthus voucher MVK-344 12S ribosomal RNA gene sequence; mitochondrial	100	3	2.70497E-8	93.8								
true	[BLASTED, MAPPED]	3141	Pocillopora damicornis mitochondrion, complete genome	100	17	4.06817E-4	100.0	32	F:GO:0004129; F:GO:0005507; C:GO:0005739; C:GO:0005743; P:GO:0006119; P:GO:0006754; P:GO:0006811; F:GO:0008121; F:GO:0008137; F:GO:0009055; P:GO:0009060; F:GO:0015002; F:GO:0015078; P:GO:0015986; P:GO:0015990; C:GO:0016020; C:GO:0016021; F:GO:0016491; F:GO:0016651; P:GO:0019646; F:GO:0020037; P:GO:0022900; P:GO:0022904; C:GO:0031966; P:GO:0042773; C:GO:0045263; C:GO:0045275; C:GO:0045277; F:GO:0046872; P:GO:0055114; C:GO:0070469; P:GO:1902600	F:cytochrome-c oxidase activity; F:copper ion binding; C:mitochondrion; C:mitochondrial inner membrane; P:oxidative phosphorylation; P:ATP biosynthetic process; P:ion transport; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; F:electron transfer activity; P:aerobic respiration; F:heme-copper terminal oxidase activity; F:proton transmembrane transporter activity; P:ATP synthesis coupled proton transport; P:electron transport coupled proton transport; C:membrane; C:integral component of membrane; F:oxidoreductase activity; F:oxidoreductase activity, acting on NAD(P)H; P:aerobic electron transport chain; F:heme binding; P:electron transport chain; P:respiratory electron transport chain; C:mitochondrial membrane; P:ATP synthesis coupled electron transport; C:proton-transporting ATP synthase complex, coupling factor F(o); C:respiratory chain complex III; C:respiratory chain complex IV; F:metal ion binding; P:obsolete oxidation-reduction process; C:respirasome; P:proton transmembrane transport					
true	[NO-BLAST]	3142	---NA---	100											
true	[NO-BLAST]	3143	---NA---	100											
true	[NO-BLAST]	3144	---NA---	100											
true	[NO-BLAST]	3145	---NA---	100											
true	[BLASTED, MAPPED, ANNOTATED]	3146	Sinularia ceramensis mitochondrion, complete genome	100	20	6.14125E-37	94.9	19	F:GO:0004129; F:GO:0004519; F:GO:0005507; F:GO:0005524; C:GO:0005743; P:GO:0006298; F:GO:0008121; F:GO:0008137; P:GO:0015986; P:GO:0015990; C:GO:0016021; P:GO:0019646; F:GO:0020037; F:GO:0030983; P:GO:0042773; C:GO:0045263; C:GO:0045275; C:GO:0045277; P:GO:0090305	F:cytochrome-c oxidase activity; F:endonuclease activity; F:copper ion binding; F:ATP binding; C:mitochondrial inner membrane; P:mismatch repair; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; P:ATP synthesis coupled proton transport; P:electron transport coupled proton transport; C:integral component of membrane; P:aerobic electron transport chain; F:heme binding; F:mismatched DNA binding; P:ATP synthesis coupled electron transport; C:proton-transporting ATP synthase complex, coupling factor F(o); C:respiratory chain complex III; C:respiratory chain complex IV; P:nucleic acid phosphodiester bond hydrolysis	EC:1.6.99.3; EC:1.9; EC:3.1; EC:7.1.1.2; EC:1.6; EC:1; EC:1.6.5.11; EC:1.9.3; EC:1.6.5; EC:3; EC:7.1.1.9; EC:7; EC:7.1.1.8; EC:1.6.5.2	NADH dehydrogenase; Acting on a heme group of donors; Acting on ester bonds; n/a; Acting on NADH or NADPH; Oxidoreductases; NADH dehydrogenase (quinone); Acting on a heme group of donors; Acting on NADH or NADPH; Hydrolases; n/a; n/a; n/a; NAD(P)H dehydrogenase (quinone)			
true	[BLASTED, MAPPED, ANNOTATED]	3147	Sinularia ceramensis mitochondrion, complete genome	100	20	1.73896E-46	98.94	19	F:GO:0004129; F:GO:0004519; F:GO:0005507; F:GO:0005524; C:GO:0005743; P:GO:0006298; F:GO:0008121; F:GO:0008137; P:GO:0015986; P:GO:0015990; C:GO:0016021; P:GO:0019646; F:GO:0020037; F:GO:0030983; P:GO:0042773; C:GO:0045263; C:GO:0045275; C:GO:0045277; P:GO:0090305	F:cytochrome-c oxidase activity; F:endonuclease activity; F:copper ion binding; F:ATP binding; C:mitochondrial inner membrane; P:mismatch repair; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; P:ATP synthesis coupled proton transport; P:electron transport coupled proton transport; C:integral component of membrane; P:aerobic electron transport chain; F:heme binding; F:mismatched DNA binding; P:ATP synthesis coupled electron transport; C:proton-transporting ATP synthase complex, coupling factor F(o); C:respiratory chain complex III; C:respiratory chain complex IV; P:nucleic acid phosphodiester bond hydrolysis	EC:1.6.99.3; EC:1.9; EC:3.1; EC:7.1.1.2; EC:1.6; EC:1; EC:1.6.5.11; EC:1.9.3; EC:1.6.5; EC:3; EC:7.1.1.9; EC:7; EC:7.1.1.8; EC:1.6.5.2	NADH dehydrogenase; Acting on a heme group of donors; Acting on ester bonds; n/a; Acting on NADH or NADPH; Oxidoreductases; NADH dehydrogenase (quinone); Acting on a heme group of donors; Acting on NADH or NADPH; Hydrolases; n/a; n/a; n/a; NAD(P)H dehydrogenase (quinone)			
true	[BLASTED, MAPPED, ANNOTATED]	3148	Virgularia mirabilis voucher NMS.Z.2019.25.15 mitochondrion, complete genome	100	20	4.23917E-44	97.92	19	F:GO:0004129; F:GO:0004519; F:GO:0005507; F:GO:0005524; C:GO:0005743; P:GO:0006298; F:GO:0008121; F:GO:0008137; P:GO:0015986; P:GO:0015990; C:GO:0016021; P:GO:0019646; F:GO:0020037; F:GO:0030983; P:GO:0042773; C:GO:0045263; C:GO:0045275; C:GO:0045277; P:GO:0090305	F:cytochrome-c oxidase activity; F:endonuclease activity; F:copper ion binding; F:ATP binding; C:mitochondrial inner membrane; P:mismatch repair; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; P:ATP synthesis coupled proton transport; P:electron transport coupled proton transport; C:integral component of membrane; P:aerobic electron transport chain; F:heme binding; F:mismatched DNA binding; P:ATP synthesis coupled electron transport; C:proton-transporting ATP synthase complex, coupling factor F(o); C:respiratory chain complex III; C:respiratory chain complex IV; P:nucleic acid phosphodiester bond hydrolysis	EC:1.6.99.3; EC:1.9; EC:3.1; EC:7.1.1.2; EC:1.6; EC:1; EC:1.6.5.11; EC:1.9.3; EC:1.6.5; EC:3; EC:7.1.1.9; EC:7; EC:7.1.1.8; EC:1.6.5.2	NADH dehydrogenase; Acting on a heme group of donors; Acting on ester bonds; n/a; Acting on NADH or NADPH; Oxidoreductases; NADH dehydrogenase (quinone); Acting on a heme group of donors; Acting on NADH or NADPH; Hydrolases; n/a; n/a; n/a; NAD(P)H dehydrogenase (quinone)			
true	[BLASTED, MAPPED, ANNOTATED]	3149	Virgularia mirabilis voucher NMS.Z.2019.25.15 mitochondrion, complete genome	100	20	1.73896E-46	98.73	19	F:GO:0004129; F:GO:0004519; F:GO:0005507; F:GO:0005524; C:GO:0005743; P:GO:0006298; F:GO:0008121; F:GO:0008137; P:GO:0015986; P:GO:0015990; C:GO:0016021; P:GO:0019646; F:GO:0020037; F:GO:0030983; P:GO:0042773; C:GO:0045263; C:GO:0045275; C:GO:0045277; P:GO:0090305	F:cytochrome-c oxidase activity; F:endonuclease activity; F:copper ion binding; F:ATP binding; C:mitochondrial inner membrane; P:mismatch repair; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; P:ATP synthesis coupled proton transport; P:electron transport coupled proton transport; C:integral component of membrane; P:aerobic electron transport chain; F:heme binding; F:mismatched DNA binding; P:ATP synthesis coupled electron transport; C:proton-transporting ATP synthase complex, coupling factor F(o); C:respiratory chain complex III; C:respiratory chain complex IV; P:nucleic acid phosphodiester bond hydrolysis	EC:1.6.99.3; EC:1.9; EC:3.1; EC:7.1.1.2; EC:1.6; EC:1; EC:1.6.5.11; EC:1.9.3; EC:1.6.5; EC:3; EC:7.1.1.9; EC:7; EC:7.1.1.8; EC:1.6.5.2	NADH dehydrogenase; Acting on a heme group of donors; Acting on ester bonds; n/a; Acting on NADH or NADPH; Oxidoreductases; NADH dehydrogenase (quinone); Acting on a heme group of donors; Acting on NADH or NADPH; Hydrolases; n/a; n/a; n/a; NAD(P)H dehydrogenase (quinone)			
